IDENTITY,AMOUNT,%,TOKEN TO RECEIVE
0x8190f755f19b92b9972969db3467cb61e085e01,129,0.013783523880756491,13.78352388075649
0xceb890dd5a986ad773afc90cf991f13bc1b4ce85,124,0.013249278769099263,13.249278769099263
0xea1dbacddc77f8718a71944abb2371c8fbaa66b3,122,0.013035580724436372,13.035580724436372
0x5fb312a4ec6fae646fc681ab27af1f7060bb93dc,121,0.012928731702104925,12.928731702104924
0xbb582a06cdefa893f631b0af9802374ebfd166cf,138,0.014745165081739502,14.745165081739502
0x88d969e37d253e19de9ba23bb37d8aa1b52fefaf,119,0.012715033657442034,12.715033657442033
0xf220b4f804a722734a19bb371ec295eb44247baa,129,0.013783523880756491,13.78352388075649
0x3b379d9324c060f7747da8a404bda68b0cfa903b,125,0.013356127791430708,13.356127791430708
0x6427194e30407858fc47fb0b6c4cc7bca11bef8d,124,0.013249278769099263,13.249278769099263
0x7df5875cd8cc580223e4ae9ab28391ea6fdd3562,122,0.013035580724436372,13.035580724436372
0x4bb537ff3ce56457416b7cc15f91500410f7e76e,120,0.01282188267977348,12.82188267977348
0x687988c3ce6c037dfe54ac1fb05f5b0713f871de,124,0.013249278769099263,13.249278769099263
0xa58f0cbff7bf9b4ea6e85be0e77129c622ed2987,134,0.014317768992413719,14.317768992413718
0xd1e99dd242e2805573759a089c443dec1daea5b1,123,0.013142429746767817,13.142429746767817
0xaf2130512b79f5d53a74df39410583076cb6ecd0,121,0.012928731702104925,12.928731702104924
0x85e8794ed089d10073adcb6746cd73fbb7bcb827,120,0.01282188267977348,12.82188267977348
0x8436eebb5ceddc46b63c3658d278b92456e77230,121,0.012928731702104925,12.928731702104924
0x11a8ddee56f831b55840e6e04bd50a3ba60c0c1c,113,0.012073939523453361,12.073939523453362
0xbd1c1c66a5c00e66b0eac426d56fdc1a10429a58,122,0.013035580724436372,13.035580724436372
0x4c8c645c62946c69f38ae3ad22312e78d836e8ef,134,0.014317768992413719,14.317768992413718
0x414af1f84f6a55b08f4b89c2321f07fbbcd4186b,121,0.012928731702104925,12.928731702104924
0xca49bd36fa9c3e4f7c237bc7018e4d83e4c97bd8,125,0.013356127791430708,13.356127791430708
0x9f6d3eb971321c8f82a09c1d493e8460537ebdf7,123,0.013142429746767817,13.142429746767817
0x69c208fc03293e547226e098e8256f3604c77abd,131,0.013997221925419382,13.997221925419382
0x794b8a0ad09f32eda92a15e839b54b7d845dd090,138,0.014745165081739502,14.745165081739502
0xbdd38852e7c84feec628804a244c884e0c980342,123,0.013142429746767817,13.142429746767817
0x850596aa474aa16998ebcd575cf44b59ae90655b,140,0.014958863126402393,14.958863126402393
0x8f6b3d2c3403d03137d3662321872ca11293e70c,121,0.012928731702104925,12.928731702104924
0xf426e6a909b7f772446dc9c56ebdd6085c54c9e1,122,0.013035580724436372,13.035580724436372
0xaf2c59e3e0412612f65ab9017f55e079b949c0d9,120,0.01282188267977348,12.82188267977348
0x639257126479ab55ce56534d8f7b77c6ac5525f5,126,0.013462976813762155,13.462976813762154
0x5aa5aaf56ab93f3269fddd352ba9c25461ba4dde,127,0.0135698258360936,13.5698258360936
0x3c88ceac161408c6d865e78e4231510f9bce95ea,122,0.013035580724436372,13.035580724436372
0xcdc5e773c5bf4656987b0211772361a7da3a6ba8,116,0.012394486590447697,12.394486590447697
0x9aeba3ec3c807e818de8f501d18b4f91c2f40552,126,0.013462976813762155,13.462976813762154
0x786d084088f499d005fbbcae2541b9180ec7a7aa,122,0.013035580724436372,13.035580724436372
0xb3c4409ee4e3539636087dbf7e75f1e879ad490e,121,0.012928731702104925,12.928731702104924
0x55c591f7abdc5766ed9dd4ae4771e9ab3a8c1194,124,0.013249278769099263,13.249278769099263
