IDENTITY,AMOUNT,%,TOKEN TO RECEIVE
0xf5afd32382e8ce4824a68a6745fd8c952e1e60b5,352,0.015450794486875604,15.450794486875605
0xbd906738b917e2f8b9223242a0b25b8ba255b3f4,4,0.00017557721007813187,0.17557721007813187
0xefff27a59bcf20197033cd46e8775c873530ec18,916,0.0402071811078922,40.2071811078922
0xcbe211fe49e0b6254859ba0b7409412b2e609ba8,76,0.0033359669914845053,3.335966991484505
0x7ddc802287295f7c76dc57360fceb61f059be4ce,834,0.03660784830129049,36.60784830129049
0x730f2399a3e8ba1ee539cbd77e7e89a9c43b7199,665,0.029189711175489422,29.18971117548942
0xd5db0fc02d876293d17aacdd18d7a67690e438da,1789,0.07852690720744447,78.52690720744447
0xa1b22ededb6a93cca5c8fa482a8e46031aa2785e,669,0.029365288385567553,29.365288385567553
0x688e387df89a5d6fd07f9bae9791e5180d274835,395,0.01733824949521552,17.33824949521552
0x6ee854a4536371ba4ed0c2e828183cfb8fcee52a,614,0.02695110174699324,26.95110174699324
0x13dbc084ccde8114b3c977efdbac623dc03c971d,15,0.0006584145377929945,0.6584145377929944
0x944959a30301233897a1e3656b01010c2699cb42,106,0.004652796067070494,4.6527960670704935
0xb547f0a1e828ee730a3f7da7c628c3c18f2364c7,207,0.009086120621543323,9.086120621543323
0x7426762fb4d3e5181e541a2f96a6f3ddece8aecb,411,0.018040558335528048,18.040558335528047
0xaa6ed537bff1ba36276e8d9b36cf449fda9bb88d,197,0.008647177596347994,8.647177596347994
0xaeefad86800e25404216d66a70ce022d15e1d1de,274,0.012027038890352032,12.027038890352031
0x4adde29a9219abfcaa747bd168125b8c7e4c1725,390,0.017118777982617857,17.118777982617857
0x4d437928072beaffb481957fc41bc99c859348fd,224,0.009832323764375385,9.832323764375385
0xd8eb24f33af48f5c2137cbf4531a3d23de76c3be,514,0.022561671495039945,22.561671495039946
0x533d3095da0dbd81f9e77523b0186c32417a0fb8,435,0.019094021595996838,19.09402159599684
0x5002cd8f457ac547e1ac730163453d12d697ebf0,62,0.0027214467562110436,2.721446756211044
0xab6038321b7319d3775e1b295322483ff6eebcbc,253,0.01110525853744184,11.105258537441841
0x9e018bcc260eecee1c963cedc82aab43cdf81d11,39,0.0017118777982617856,1.7118777982617857
0xbbb2eb809800ce63f5441f55217b6f0871694bed,584,0.025634272671407252,25.634272671407253
0xe629db1cdc84c4e8fbbec3347ddf535251a8c193,538,0.023615134755508735,23.615134755508734
0xadda8c3ad7ae4cde0f0c99c6f1385f3ae7cf2c1f,242,0.010622421209726977,10.622421209726976
0x7ba9d884686aa05e8d145180d09167940d170715,8,0.00035115442015626374,0.35115442015626375
0xb08f73107661d43a9f0e13e691d2c90a1a458ba5,95,0.004169958739355632,4.169958739355632
0x6cb098b3151373d86b71131c8f8293c4ab1dfd9d,138,0.006057413747695549,6.0574137476955485
0xf638de3e2572540dda5f048b92738b82c4ed2ee9,50,0.0021947151259766482,2.194715125976648
0xd4da147049ecc05d6fe32240887357a22712c7f,56,0.002458080941093846,2.4580809410938462
0x90b628441d864c23a5f495252c54e69aba9d0a75,152,0.0066719339829690106,6.67193398296901
0x161c7af6238afdc1e2c8f1ab5434fc007652f2f1,123,0.005398999209902554,5.398999209902555
0xd56e102623ce96662031349fb1253b014513b656,59,0.002589763848652445,2.589763848652445
0x7cd07e9b61eb28780e47a8c9c186fcd0892bd9aa,134,0.005881836537617417,5.881836537617417
0xaf7ff47cb1edd39570fca2dd37be820cd7868296,2626,0.11526643841629357,115.26643841629357
0x18aa19a5d7478a16033c3ca3fdfc1ff824411c54,252,0.011061364234922308,11.061364234922308
0x30b3984379e96e0abf9bb347c26a940208f67669,56,0.002458080941093846,2.4580809410938462
0x3ba8f20adb8558e4f4cdc65b1fd849fa73b1578e,257,0.011280835747519972,11.280835747519973
0xcff1190fc6d2d131eaf018df7c782e559852894b,1392,0.061100869107189884,61.10086910718989
0xfbc2746f203029b20e16057bd76b13e5b4e88d9,176,0.007725397243437802,7.725397243437802
0xf00fc47eb62ab3635853883b2eeae748dae0d65d,984,0.043191993679220435,43.19199367922044
0x1d4cc9553f819b1ba855a21aaff91e996e0b307,254,0.011149152839961374,11.149152839961374
0xbc4b115ebfcc881ef0b5c5c28fbace12d766f1bb,1135,0.04982003335966991,49.820033359669914
0x42bd31ce57374c2a2a5764c3134bbc98826d7ac4,633,0.027785093494864365,27.785093494864366
0x71fcd557d6f9b2c9911f0ae44b15ee632996da72,10,0.00043894302519532967,0.4389430251953297
0x7139089b04f5ed81a3556f0c25cbc9fe81f90ac6,250,0.01097357562988324,10.973575629883241
0xb03ed3fa0e1d828d76dbd67cf621d19835f4b934,901,0.0395487665700992,39.548766570099204
0x29baa9b18c2d1c899314bd97f66306b3444c161f,632,0.027741199192344832,27.741199192344833
0xa178a1864eff4a52749c8d7798e60dff0f861e8a,1604,0.07040646124133088,70.40646124133087
